SquareFeet;Bedrooms;Bathrooms;Parking garage;Neighborhood;YearBuilt;Price
1605;5;2;2;Urban;1973;2,25249E+15
2075;5;2;1;Urban;2008;1,77106E+16
2202;2;2;3;Urban;1961;1,722E+16
2301;5;1;2;Rural;2003;2,99714E+15
2262;5;2;2;Suburb;1974;2,43671E+16
1584;4;1;3;Urban;1959;2,52701E+15
1338;3;1;1;Urban;1954;1,44951E+14
2095;5;1;2;Suburb;1982;2,71919E+16
1373;5;2;1;Urban;2020;1,35927E+16
1579;3;1;2;Urban;1963;1,86115E+15
1516;3;3;2;Rural;1993;1,61809E+16
2874;3;2;3;Rural;1984;2,71111E+16
2261;4;3;3;Rural;1981;2,65789E+15
2489;5;2;2;Rural;1993;3,79491E+16
1120;5;2;3;Rural;2011;1,9618E+16
2436;3;3;1;Rural;2021;3,7164E+16
2746;2;2;3;Suburb;1998;2,10761E+16
2797;4;2;3;Urban;2007;3,65011E+15
1836;3;1;3;Suburb;1982;1,66262E+15
1569;3;2;1;Suburb;1983;1,62816E+16
1042;5;3;1;Suburb;1972;1,09161E+16
2527;2;3;1;Suburb;1992;3,20078E+15
2220;4;2;2;Rural;1993;2,67087E+15
1071;2;1;2;Urban;2003;1,03346E+16
1090;2;3;2;Rural;1956;5,79258E+16
2572;5;2;1;Rural;2015;3,17331E+16
1490;3;2;3;Urban;1971;2,10679E+16
2849;3;3;1;Rural;2018;2,91727E+15
1748;2;1;3;Suburb;1991;2,29427E+16
1997;4;1;3;Suburb;1951;2,89794E+16
1382;4;3;2;Rural;1973;2,00001E+16
1804;5;3;2;Urban;2013;2,00569E+16
2489;4;3;1;Suburb;2013;3,10482E+16
2177;5;3;3;Rural;1998;2,83331E+15
1169;2;1;1;Suburb;1951;9,31803E+15
2295;4;3;1;Urban;1989;3,23687E+15
1917;3;1;3;Suburb;1990;1,69063E+16
2133;2;1;3;Urban;1963;2,11513E+14
1150;5;1;1;Suburb;1953;1,31291E+16
1430;2;2;3;Suburb;1964;9,62437E+15
1450;2;2;2;Suburb;2008;1,88439E+16
1642;5;2;3;Rural;1975;2,76836E+15
1779;4;3;2;Rural;2013;8,0391E+14
1022;4;2;2;Rural;1955;1,66787E+16
1366;3;2;3;Suburb;1964;2,44915E+15
1650;4;3;2;Urban;1978;1,27129E+16
1819;5;2;2;Urban;1979;2,32338E+16
1238;5;1;2;Rural;2019;1,3123E+15
1433;5;1;3;Rural;1951;1,49078E+16
2976;4;3;2;Suburb;1975;2,79861E+15
1703;5;3;2;Suburb;1980;2,72943E+15
2150;4;1;1;Urban;1985;2,83145E+16
1941;5;3;2;Rural;1989;1,84938E+15
1540;5;3;2;Suburb;1953;1,41009E+16
1632;4;3;3;Suburb;1991;8,83897E+15
1197;3;3;2;Suburb;2002;1,79166E+16
2709;3;1;3;Rural;1985;3,17483E+16
2679;3;3;3;Suburb;1956;3,22649E+16
1481;4;2;1;Urban;1999;1,02077E+16
2202;5;3;2;Rural;1955;3,0062E+15
1868;4;3;1;Urban;1968;1,99298E+16
1522;2;1;1;Rural;2004;9,24502E+15
1650;2;2;3;Suburb;1989;1,27233E+15
1958;4;3;3;Suburb;1998;2,39781E+15
1436;2;3;2;Urban;1975;2,14486E+16
2788;3;1;1;Suburb;1992;2,47602E+16
1856;3;3;1;Rural;1951;1,14928E+16
1313;3;3;2;Suburb;1981;1,26222E+15
1018;2;3;1;Suburb;2006;1,32313E+16
2183;3;1;2;Rural;1972;1,92861E+16
1817;3;3;1;Suburb;1999;6,83588E+15
1121;3;2;2;Rural;1970;2,22266E+15
1071;4;3;3;Rural;1967;1,85928E+16
2078;5;1;2;Suburb;2005;3,12242E+16
1459;5;2;1;Suburb;1993;2,05864E+14
1168;4;1;2;Suburb;2005;1,74252E+16
2634;3;3;3;Urban;1954;2,76625E+16
1581;3;3;1;Rural;1955;1,82823E+16
2172;4;1;3;Rural;1991;2,797E+13
1628;4;3;2;Urban;1964;2,588E+15
1025;2;2;3;Urban;1954;9,84287E+15
2271;4;1;1;Urban;1984;2,48455E+16
2920;3;3;3;Suburb;1975;2,01323E+16
1720;4;2;2;Rural;1992;2,18137E+16
2250;3;3;1;Rural;1995;1,9258E+16
2946;2;3;1;Suburb;2010;3,94628E+16
2969;4;1;3;Urban;1960;3,39868E+15
2649;2;2;1;Urban;1979;2,39937E+15
2729;3;2;2;Urban;1966;3,26751E+15
2507;3;2;1;Urban;2012;1,77035E+16
2856;3;3;3;Urban;1996;2,9065E+16
2033;3;3;2;Suburb;1996;3,02679E+15
2118;2;1;3;Urban;2021;1,91358E+14
1120;4;1;2;Suburb;1996;1,56409E+15
1125;4;3;3;Rural;1953;1,40077E+16
1548;3;3;2;Suburb;1955;1,72925E+16
2092;3;2;1;Suburb;2018;2,14851E+15
1296;2;3;1;Suburb;2019;2,41074E+16
1685;2;2;1;Urban;1996;1,7353E+16
2524;3;1;1;Urban;1991;2,66761E+16
1972;3;3;1;Urban;1983;2,50751E+16
2068;4;3;2;Rural;1991;1,76329E+16
1634;4;2;2;Suburb;2013;1,73668E+16
1381;4;1;3;Rural;1997;1,64556E+16
2050;3;3;3;Rural;1995;2,35581E+16
1704;5;2;2;Suburb;1969;2,7387E+15
1496;2;3;1;Urban;1984;1,72735E+15
1851;2;1;1;Suburb;2014;1,86327E+16
2159;2;2;2;Suburb;1987;2,00487E+16
1706;3;2;1;Urban;2004;2,14337E+15
2072;3;2;2;Rural;1990;1,72103E+16
2631;2;1;1;Urban;1979;2,65087E+15
2530;2;2;1;Urban;1981;2,20345E+16
1120;2;1;3;Urban;1974;1,50132E+15
2784;3;3;2;Suburb;1988;2,96655E+15
2240;5;3;3;Urban;2012;3,05095E+15
1625;5;2;2;Rural;1953;1,4792E+16
1525;5;3;1;Suburb;2020;2,09574E+16
2597;4;3;1;Urban;1985;2,42564E+16
2066;4;3;3;Suburb;1959;2,47307E+16
2946;3;2;1;Suburb;2013;3,17233E+15
1751;5;2;3;Suburb;1953;2,333E+16
1095;5;1;2;Suburb;2011;1,21083E+16
1026;4;3;3;Urban;2019;1,23545E+16
1835;5;1;2;Suburb;2021;2,87289E+15
2918;2;1;1;Rural;1966;2,76758E+15
2265;4;3;2;Urban;1962;1,96447E+16
1486;2;1;2;Urban;1969;1,37088E+16
2994;5;2;1;Rural;1970;2,52813E+16
1239;3;3;3;Rural;1964;2,00867E+16
2327;5;3;3;Urban;2003;2,46688E+16
1066;3;3;1;Suburb;1986;1,49494E+16
2304;2;2;1;Suburb;1954;2,53693E+16
2215;2;1;3;Rural;1958;2,61088E+16
2142;5;2;3;Urban;1997;1,81291E+15
2175;4;1;1;Rural;1971;2,28351E+16
2800;2;2;1;Rural;1964;3,26876E+16
2415;3;2;3;Urban;1990;3,07391E+15
1230;3;3;2;Suburb;1962;1,77084E+15
1350;4;2;2;Rural;1955;2,56995E+16
1760;5;2;1;Urban;1962;2,34538E+16
2594;2;1;2;Suburb;1979;2,95613E+16
2552;5;1;1;Urban;2020;3,51075E+16
2194;2;2;3;Rural;1954;2,65839E+15
1862;5;3;2;Urban;1968;2,79326E+15
2987;4;3;1;Urban;1997;3,19216E+16
2155;3;1;3;Suburb;1977;1,49543E+14
1356;5;1;3;Urban;1963;1,98577E+16
2671;5;3;3;Suburb;2020;2,92711E+16
2065;2;1;2;Suburb;1980;2,54327E+16
2328;5;1;1;Urban;1960;2,14098E+16
2029;5;1;1;Urban;1980;2,54584E+16
1328;4;3;3;Urban;2011;1,58645E+15
2193;5;3;2;Suburb;1950;2,7267E+15
2991;4;2;3;Rural;1958;2,74876E+15
2823;4;1;3;Rural;2003;3,11214E+16
1910;4;2;1;Rural;1992;2,89416E+15
1337;2;2;2;Suburb;1967;1,06771E+16
2750;4;2;1;Suburb;1995;3,07071E+15
2092;2;1;1;Rural;1971;1,70048E+16
1881;3;3;2;Urban;1964;2,16881E+15
1538;4;1;2;Suburb;1998;1,80765E+16
1736;5;3;3;Rural;1996;1,78189E+14
2857;4;1;2;Suburb;1978;2,58293E+16
2530;3;3;2;Urban;2010;2,2979E+15
2769;4;2;2;Urban;1962;3,61694E+15
2509;2;1;1;Suburb;1979;1,55369E+16
1442;3;3;3;Rural;1956;1,47922E+16
1923;3;2;3;Suburb;1972;1,36206E+14
1919;2;2;2;Suburb;2016;2,07391E+15
1050;2;2;2;Urban;1984;1,27591E+16
1148;5;2;3;Urban;1965;1,52487E+16
2950;3;3;3;Rural;1959;2,787E+16
2610;4;3;3;Urban;2021;2,75878E+15
2841;2;2;3;Rural;1994;3,9756E+15
2115;5;2;2;Rural;2013;2,83996E+15
1367;2;2;2;Suburb;1973;1,43669E+16
2959;2;2;2;Urban;1964;2,99537E+16
1579;5;2;1;Suburb;2001;1,53664E+16
2770;3;1;1;Suburb;1966;3,17413E+15
2897;4;3;3;Suburb;2012;2,85986E+16
1655;2;3;3;Urban;2015;2,41635E+16
1075;3;1;3;Rural;1974;1,10504E+16
2109;5;3;3;Rural;2019;2,3779E+16
1226;5;2;3;Suburb;1991;1,51224E+16
2386;5;3;3;Urban;2001;3,00103E+16
1958;3;2;1;Urban;1966;2,40679E+16
2591;4;3;3;Urban;2006;3,6199E+15
1591;3;1;2;Rural;1992;7,8223E+15
1023;3;3;1;Urban;1992;9,72397E+14
2762;5;2;2;Suburb;2019;3,21955E+16
1027;2;1;1;Rural;1976;1,13607E+16
1120;2;2;2;Rural;1987;1,5745E+16
2513;5;3;2;Suburb;1955;3,10418E+15
2628;2;1;1;Urban;1996;2,85659E+15
1852;5;2;3;Rural;2012;2,29684E+16
1623;3;3;3;Suburb;2015;2,05519E+16
1889;5;1;3;Suburb;1967;2,44795E+16
2368;4;3;3;Urban;2013;2,93526E+16
1030;4;1;1;Rural;2010;9,47299E+15
2678;4;3;2;Suburb;1950;3,17818E+16
2902;3;1;3;Rural;1962;2,76122E+16
2833;2;2;1;Suburb;2001;3,11475E+16
2250;3;3;1;Rural;1972;2,14023E+15
1869;2;3;1;Suburb;1982;2,61771E+16
2273;3;3;2;Suburb;1984;2,67136E+15
1049;3;1;3;Suburb;1986;1,77533E+16
1725;4;1;2;Urban;1995;1,55443E+16
2915;3;3;1;Rural;1967;3,08615E+16
1388;4;1;3;Rural;1989;9,00929E+15
1943;3;2;3;Rural;1999;1,62676E+15
2804;5;3;1;Suburb;2013;3,25592E+16
2311;4;2;2;Urban;1965;2,73112E+15
2730;5;3;2;Rural;1954;3,3307E+15
2789;3;3;1;Rural;1961;2,9944E+15
2614;3;3;1;Rural;1996;2,58318E+15
2014;5;2;3;Urban;1954;1,44525E+15
1474;2;1;2;Rural;1955;1,62618E+16
1755;2;2;2;Rural;1979;1,79896E+16
1602;2;2;1;Suburb;1996;1,34594E+16
1925;3;2;3;Suburb;1970;2,76021E+15
2029;2;3;2;Urban;1997;2,61833E+16
1792;2;1;2;Rural;1956;1,7084E+16
1411;3;1;2;Urban;1959;1,36686E+16
2981;3;1;3;Suburb;1976;3,29096E+14
1661;2;1;2;Suburb;1993;2,23871E+16
2347;2;2;2;Urban;2014;1,85665E+16
2422;5;1;3;Suburb;1988;2,2719E+16
2305;3;2;1;Rural;1983;2,81108E+15
1190;3;2;3;Urban;1999;9,05468E+14
1785;5;1;2;Rural;2011;2,45923E+16
1584;4;1;3;Rural;2013;1,3878E+15
1958;4;2;3;Urban;1955;2,46681E+15
2853;3;1;2;Suburb;1992;2,98135E+15
1499;3;3;1;Rural;1995;2,08565E+16
1579;2;1;1;Suburb;2003;1,68207E+16
1815;4;1;3;Rural;1997;1,52261E+16
2457;2;3;3;Urban;2016;2,30783E+16
2086;4;1;3;Rural;2006;2,11553E+15
2476;5;1;3;Suburb;1966;3,03074E+16
2516;2;1;3;Urban;1996;2,43749E+16
2669;5;1;2;Suburb;1968;2,38415E+16
2465;5;1;3;Rural;1972;2,96531E+15
2330;4;1;2;Rural;1958;1,58659E+15
1779;3;3;1;Suburb;1979;2,75262E+15
2758;3;1;1;Rural;2006;2,28965E+16
1942;5;3;1;Suburb;1982;2,11569E+15
2149;3;2;3;Rural;1974;2,75203E+16
1264;2;2;2;Suburb;1990;1,6079E+15
1006;4;3;3;Suburb;1960;1,43033E+16
2436;2;1;3;Urban;1975;3,34994E+16
2229;3;3;3;Rural;1969;2,95967E+16
2202;5;3;1;Urban;2011;3,01513E+15
2491;4;3;3;Rural;1970;2,83665E+16
2519;5;3;2;Rural;2000;1,86408E+16
1694;4;3;2;Rural;1968;1,78202E+16
1991;2;1;1;Rural;1972;2,22936E+15
2466;3;2;3;Urban;1964;2,44434E+15
2975;2;3;2;Urban;1990;3,19045E+15
1917;5;1;1;Suburb;1980;2,75767E+16
2251;2;3;1;Rural;1966;2,38722E+16
1747;3;3;1;Suburb;1975;2,27961E+16
1145;3;3;1;Suburb;1993;1,05507E+16
2593;2;2;1;Urban;1995;2,69414E+15
2319;4;1;3;Suburb;1957;1,58595E+16
1240;3;1;1;Suburb;1969;1,22406E+16
1856;3;3;2;Suburb;1991;1,74103E+16
1286;3;1;3;Suburb;2019;1,3907E+16
1951;3;2;3;Suburb;1997;2,63249E+16
2698;4;3;3;Suburb;2020;2,96191E+16
1025;4;3;3;Rural;1976;1,8487E+16
1451;5;3;1;Rural;1954;1,26112E+15
1105;5;3;3;Rural;2005;1,32254E+15
1239;5;3;2;Suburb;1998;1,58428E+16
2875;2;1;1;Urban;1974;3,98272E+15
2441;2;2;3;Suburb;2007;2,60632E+16
1331;5;3;3;Suburb;1961;1,42241E+15
1911;3;2;2;Rural;1960;1,38943E+15
2914;5;3;1;Urban;1961;3,31789E+16
2065;2;1;1;Urban;2011;2,77883E+12
1644;4;2;3;Urban;1979;2,11484E+15
2852;3;2;1;Urban;1979;2,59845E+16
2579;3;3;3;Suburb;1954;2,28831E+16
1034;3;3;1;Suburb;2018;1,10603E+16
1875;2;2;1;Rural;2018;1,4051E+16
2370;3;1;2;Suburb;1968;2,26338E+16
1383;3;3;2;Urban;1999;1,79122E+14
2536;4;3;2;Urban;2015;2,8655E+15
2761;3;3;2;Suburb;1995;2,61858E+16
1810;2;3;1;Suburb;1953;1,70104E+16
2311;3;2;2;Urban;1995;2,30356E+16
1747;2;2;1;Suburb;1991;1,43509E+15
2894;4;3;1;Rural;1961;2,96123E+15
1958;4;3;3;Urban;1960;1,2705E+16
2056;3;1;1;Urban;1983;2,79632E+16
1094;5;3;2;Urban;1975;1,34597E+16
2019;4;1;3;Urban;1956;2,67717E+15
1204;3;1;1;Suburb;1994;2,1181E+16
2644;4;3;1;Urban;1950;3,07598E+15
1833;4;3;1;Suburb;1979;2,52816E+16
1029;2;3;3;Suburb;1968;2,25106E+16
1265;5;1;1;Urban;1995;1,55986E+15
1022;2;2;1;Rural;1979;1,52431E+16
1608;3;1;3;Suburb;2008;2,11001E+16
1038;3;3;1;Suburb;1972;7,36228E+14
1172;2;1;3;Suburb;1975;1,80299E+16
1759;5;2;2;Urban;1971;8,81784E+15
2914;5;2;2;Rural;2008;4,301E+15
2436;5;1;3;Suburb;1968;2,16486E+16
1413;4;1;1;Suburb;1992;2,20372E+15
2697;3;3;2;Suburb;1953;2,81324E+16
1691;4;2;2;Rural;1959;1,64714E+16
1614;2;1;3;Suburb;1970;1,25405E+16
1208;5;1;1;Rural;1975;1,78933E+16
1021;4;1;3;Suburb;1953;1,91419E+16
1004;5;1;3;Rural;1991;1,05291E+15
1650;4;3;1;Rural;2012;2,05152E+16
1213;3;3;2;Suburb;1966;1,84743E+16
2695;5;1;3;Rural;1966;3,0888E+15
1919;4;3;1;Urban;1961;2,10555E+16
1906;2;1;2;Rural;2015;1,94678E+16
2162;4;1;3;Rural;1990;1,28444E+16
2680;2;2;3;Rural;2002;2,64931E+15
1671;2;2;2;Rural;2013;2,21822E+15
2618;5;3;1;Rural;1951;3,41668E+15
1666;3;1;1;Rural;1987;1,87355E+16
1799;2;3;1;Rural;2021;2,44872E+16
1316;2;2;1;Urban;1958;1,99608E+16
1792;3;3;2;Urban;1973;2,23255E+15
1575;3;1;2;Rural;2010;1,8638E+16
2727;3;3;3;Urban;1978;2,00601E+16
2179;2;1;3;Urban;2020;2,60453E+15
2447;3;2;1;Rural;1986;1,43071E+16
2523;2;2;2;Rural;2003;2,7318E+16
1090;2;3;3;Rural;2004;1,38284E+15
2677;2;3;2;Rural;1962;3,34827E+15
2065;3;1;1;Suburb;1973;2,1988E+16
1760;2;3;1;Suburb;1954;8,95544E+14
2318;5;3;2;Urban;2009;2,33318E+15
1769;2;1;3;Suburb;2019;2,49977E+15
2360;3;2;2;Urban;2021;1,95563E+15
1000;3;3;3;Rural;1985;8,2407E+14
1108;2;3;2;Rural;1986;1,82865E+16
1927;2;2;3;Urban;2003;3,10272E+14
2148;2;1;2;Suburb;1987;2,19272E+16
2087;5;3;3;Rural;2002;3,00503E+15
1205;3;1;3;Rural;2006;1,36428E+16
2438;5;3;2;Rural;2003;1,18676E+16
2977;3;1;1;Rural;1960;3,16375E+14
1849;4;3;3;Suburb;1952;2,26099E+16
2267;3;1;1;Rural;1984;2,02115E+15
1589;2;1;1;Urban;1981;1,35133E+16
1622;3;3;1;Rural;1997;1,81558E+16
2677;3;3;3;Rural;1951;3,57564E+15
2239;4;3;3;Rural;1974;2,44189E+14
1964;4;3;1;Suburb;1998;1,77248E+16
2551;5;2;2;Rural;2013;3,1184E+15
1964;5;3;3;Rural;1989;3,56204E+15
2589;2;1;3;Rural;1954;2,75545E+15
1652;5;3;2;Urban;1982;2,3171E+16
2403;5;3;3;Rural;1975;3,34091E+15
2871;4;2;2;Rural;1999;2,95887E+15
1078;2;2;3;Suburb;2009;1,16654E+16
1414;2;2;2;Rural;2001;2,27579E+16
2476;5;1;2;Suburb;1964;2,51722E+16
2172;2;2;2;Urban;1986;2,16599E+16
1638;2;2;1;Rural;1978;1,24067E+16
2693;4;3;2;Suburb;2003;2,34243E+13
1790;5;1;3;Urban;1982;2,53778E+15
2061;2;3;3;Urban;2015;2,85332E+15
2180;5;1;1;Rural;1955;2,00903E+15
1332;5;1;1;Rural;2018;1,4889E+16
1287;2;2;1;Urban;2020;1,85511E+16
2135;3;3;2;Rural;1951;1,82708E+16
2725;2;2;3;Suburb;2000;3,76118E+15
2641;3;1;2;Rural;2001;3,26015E+15
2114;4;1;1;Suburb;1988;1,97899E+14
2889;5;1;1;Suburb;2021;3,04768E+15
2836;3;2;3;Suburb;2013;2,74976E+15
2072;5;1;3;Urban;1971;2,24162E+15
1160;4;3;1;Suburb;2014;1,14892E+16
2539;4;3;3;Rural;1983;2,52055E+16
2425;3;2;3;Suburb;2007;2,6741E+14
2733;4;2;3;Rural;2006;3,57965E+15
1319;5;3;2;Urban;1984;1,31452E+16
1923;4;2;3;Urban;2007;2,44649E+15
1363;4;3;1;Suburb;2014;2,31723E+16
2912;3;3;3;Rural;1987;2,90787E+16
2465;4;2;1;Suburb;1966;3,48938E+15
1474;2;2;3;Suburb;1979;8,22622E+13
2022;5;2;1;Rural;1952;2,03322E+15
1765;3;3;3;Urban;1969;2,71945E+16
1601;2;2;2;Suburb;1976;1,73781E+15
1311;3;2;3;Suburb;2012;1,70173E+16
2555;2;3;1;Suburb;1965;2,88094E+14
1588;4;2;3;Suburb;1981;3,07044E+15
2243;2;1;2;Suburb;1959;2,16706E+15
2697;2;1;3;Urban;2009;1,98049E+14
2520;2;2;2;Suburb;1956;1,49359E+15
1342;5;3;3;Rural;2001;1,70111E+16
1905;3;3;2;Rural;1967;2,66268E+16
2650;4;2;2;Rural;2017;2,46779E+15
2117;4;2;1;Suburb;2018;2,62207E+16
2941;5;3;2;Urban;1966;2,91258E+16
2156;5;3;1;Urban;2000;1,84495E+16
2524;5;3;2;Urban;1977;2,63335E+16
1171;2;2;2;Rural;1997;1,25144E+16
1625;5;3;1;Rural;1952;2,5236E+16
2032;5;2;2;Suburb;1963;2,69472E+16
2834;2;1;1;Rural;1965;2,81934E+14
2795;3;1;2;Rural;1955;2,93713E+15
1681;5;2;1;Rural;1979;1,94482E+16
2344;5;2;1;Urban;2001;1,63484E+16
2121;2;2;1;Suburb;1990;1,38751E+15
2192;2;2;2;Suburb;2012;2,14197E+16
2983;2;3;3;Urban;2002;2,83154E+15
1310;3;1;2;Rural;1952;2,18238E+15
2753;5;2;1;Urban;1987;2,67961E+15
1913;5;2;1;Suburb;1984;1,60782E+16
2935;2;2;1;Rural;2009;3,61836E+15
2366;2;2;3;Urban;2010;1,48186E+16
1429;5;2;3;Suburb;1991;2,4275E+16
2955;5;3;2;Suburb;1997;2,73391E+16
1857;5;2;1;Urban;1958;1,9668E+16
2985;2;2;1;Rural;2019;3,11945E+14
2579;3;2;2;Rural;2010;2,5483E+16
2523;3;2;2;Urban;1987;2,9194E+15
2796;5;2;1;Rural;1951;2,81258E+16
1284;4;2;1;Suburb;2013;2,08118E+16
2661;3;2;1;Rural;1988;2,91035E+15
2283;4;1;3;Rural;1962;2,91357E+16
1494;4;1;2;Rural;2004;1,44948E+15
1354;5;2;2;Suburb;1979;1,57735E+16
1213;2;1;2;Urban;1963;1,59385E+16
1816;4;2;1;Rural;1968;2,05547E+16
1199;5;2;1;Suburb;2019;7,33172E+15
2259;2;3;1;Suburb;2012;3,24695E+15
1852;3;3;2;Suburb;2007;2,31078E+16
1135;5;2;2;Suburb;2015;2,31028E+16
2913;3;2;2;Suburb;2004;2,81201E+16
1947;5;3;1;Suburb;1986;1,47377E+15
1627;4;2;3;Urban;2005;2,31181E+15
2988;2;3;1;Urban;1979;4,1189E+15
1916;4;2;1;Suburb;1995;1,61081E+16
2690;5;3;1;Rural;1998;2,66431E+15
2445;5;1;2;Suburb;2015;3,08305E+15
2924;4;3;3;Suburb;1989;3,27423E+15
2364;5;2;1;Suburb;1973;2,55839E+16
2852;3;1;2;Suburb;1957;3,14951E+16
2927;4;2;2;Rural;2002;3,09487E+15
1341;2;3;3;Urban;1952;2,20909E+16
2553;3;2;1;Suburb;2008;2,45912E+16
1387;3;1;3;Urban;2007;1,94501E+16
1003;5;1;2;Urban;1966;5,68483E+16
1676;4;3;3;Urban;1965;1,81836E+15
2662;5;2;2;Urban;1953;2,28443E+16
1398;4;1;3;Rural;1975;2,05704E+16
2445;4;2;2;Urban;2019;3,03521E+15
1410;2;3;1;Suburb;2008;2,24831E+16
1212;5;1;1;Suburb;1971;2,38043E+15
1559;4;1;1;Urban;2005;1,51474E+16
1557;2;3;2;Suburb;1996;1,47295E+16
1557;4;1;3;Suburb;1992;7,27262E+15
2071;5;1;3;Urban;1973;2,36216E+16
2210;4;1;3;Urban;1982;2,85104E+15
1501;3;3;3;Rural;1990;1,32057E+16
2655;5;1;2;Suburb;2014;2,50093E+16
1643;3;2;3;Urban;2018;1,43354E+16
2994;2;1;3;Rural;2018;3,04394E+15
1530;4;1;3;Rural;1996;2,40758E+15
1952;5;1;3;Rural;1991;2,64211E+16
1786;2;3;3;Suburb;1966;2,73936E+15
1474;3;2;3;Suburb;2019;1,03961E+16
2767;3;3;2;Urban;1975;2,67909E+16
1041;3;3;1;Urban;2021;1,51614E+16
1603;3;1;3;Urban;1968;1,37398E+16
2284;2;3;1;Suburb;2002;2,49924E+16
1047;4;1;2;Urban;2007;1,56546E+16
2944;2;2;2;Suburb;2008;3,38252E+15
2986;4;2;2;Suburb;2017;3,19757E+16
2817;5;2;3;Suburb;1962;2,64376E+13
2609;3;1;2;Suburb;1959;2,23999E+16
1727;2;3;1;Rural;2002;1,56103E+16
2469;5;2;3;Suburb;1966;3,49537E+15
1220;4;3;2;Urban;2009;2,27622E+16
2644;5;2;2;Rural;1999;3,70846E+15
2670;5;1;2;Rural;2009;2,78757E+16
1939;4;1;3;Urban;2006;1,0847E+16
1342;5;1;1;Urban;2008;1,52992E+15
2261;3;2;1;Suburb;1968;2,19483E+15
1154;4;3;3;Suburb;1994;1,97475E+16
1937;4;1;1;Urban;1989;2,87516E+16
1840;2;3;3;Urban;1984;1,27911E+16
2079;5;3;1;Suburb;1976;2,26898E+16
1386;3;2;3;Suburb;1997;2,38104E+15
1893;3;3;2;Urban;1961;1,85027E+16
2932;4;1;2;Urban;2000;3,24864E+16
2733;5;1;2;Suburb;1973;3,48049E+15
2338;4;3;2;Urban;2000;3,04035E+15
1037;3;1;3;Urban;2006;1,51216E+14
2364;3;2;2;Suburb;1972;2,39666E+16
1850;3;1;2;Rural;2012;2,36858E+16
1728;4;3;2;Urban;2011;1,44007E+16
1230;5;3;1;Suburb;1960;2,44053E+16
1451;5;3;1;Suburb;2002;2,08774E+16
2365;4;3;1;Suburb;1974;2,52357E+16
2476;3;2;1;Urban;1989;2,65683E+15
1256;5;3;3;Suburb;1998;9,14959E+13
1433;3;1;1;Urban;1972;1,79957E+15
1208;4;2;2;Suburb;1996;1,3589E+16
2224;5;1;2;Rural;1966;3,11971E+16
1136;5;3;2;Rural;1983;1,60023E+16
2663;4;2;2;Urban;1951;2,87249E+15
1564;4;2;1;Urban;1963;2,46895E+16
1855;5;1;3;Suburb;1970;2,16577E+15
2417;2;1;2;Urban;2017;2,672E+16
2619;3;3;2;Suburb;1997;2,73785E+16
1720;2;2;2;Suburb;1952;1,6469E+16
1844;5;3;3;Rural;1973;1,98532E+16
2820;2;2;2;Rural;1987;3,05625E+15
1035;4;1;2;Suburb;1977;2,38841E+16
2238;3;3;1;Urban;2012;2,29087E+16
1026;4;2;2;Suburb;1958;1,05878E+16
2681;4;1;3;Urban;2019;2,84534E+16
1017;4;1;2;Suburb;1971;1,58834E+15
1629;4;3;1;Suburb;2006;1,6741E+16
2160;3;3;1;Suburb;1992;2,63549E+16
1578;5;2;3;Rural;1978;1,79319E+15
1902;5;3;1;Rural;1961;2,02118E+15
2849;3;1;3;Rural;1962;3,07582E+16
1974;4;3;1;Suburb;1996;1,95877E+16
2053;2;3;2;Suburb;1959;2,29152E+15
2096;5;2;3;Rural;1996;2,26585E+16
1122;4;2;1;Suburb;1959;1,58287E+15
1956;2;1;3;Urban;1956;1,90476E+15
2000;2;1;1;Suburb;1979;3,22651E+16
1986;4;3;1;Rural;1993;1,18105E+16
2251;3;2;3;Suburb;1955;2,95204E+15
1337;4;2;3;Suburb;1977;1,28124E+16
1990;3;1;3;Urban;2016;2,20692E+16
1272;2;2;2;Suburb;2015;1,50268E+15
2781;5;3;3;Urban;1989;3,3934E+15
2460;3;2;3;Rural;1988;3,15956E+15
1901;3;1;1;Urban;2004;1,87752E+16
1038;3;2;2;Suburb;2010;1,07172E+16
2944;5;2;2;Urban;1983;2,8513E+15
1681;4;1;3;Rural;1977;2,66825E+15
1425;2;3;2;Rural;1963;1,11044E+16
1314;2;3;1;Urban;1972;1,90782E+16
1613;3;1;2;Rural;1968;1,31453E+16
2829;2;2;1;Urban;1977;3,0803E+16
2532;3;2;3;Urban;1983;2,16527E+16
2950;5;1;2;Rural;2011;2,65901E+16
1754;3;3;2;Urban;1983;2,98923E+15
1156;5;3;2;Suburb;1993;1,83191E+16
1871;3;3;1;Urban;2012;1,93624E+15
1776;3;3;1;Rural;1980;2,52998E+16
1256;5;3;2;Urban;1973;2,28655E+16
2999;4;3;1;Suburb;2005;3,84065E+15
2893;5;3;2;Rural;2012;3,15693E+15
1854;3;1;2;Urban;1975;1,75789E+15
1634;2;2;1;Urban;1975;2,06899E+15
1455;4;3;2;Suburb;1992;1,35451E+14
1046;2;2;1;Rural;2019;7,83546E+14
2355;4;1;2;Rural;1954;3,2531E+15
1009;3;1;2;Suburb;1983;3,67267E+15
1143;4;2;1;Urban;1988;2,30844E+16
2454;2;1;1;Urban;1981;2,47727E+15
2834;5;1;1;Suburb;1954;3,73002E+16
2175;4;1;3;Urban;2003;2,59804E+15
1486;4;2;3;Urban;1999;1,95394E+16
2159;3;3;2;Urban;2014;2,70737E+15
